Order_ID,Order_Date,Item_Type,Outlet_Tier,Outlet_Size,Outlet_Establishment_Year,Sales,Rating
6470,2021-03-01,Soft Drinks,Tier 2,High,2010,308.96,3.6
6471,2022-03-20,Seafood,Tier 3,High,2016,170.98,4.5
6472,2022-05-14,Meat,Tier 2,High,2012,1833.09,4.0
6473,2019-06-28,Fruits and Vegetables,Tier 3,High,2014,246.47,4.0
6474,2019-07-16,Baking Goods,Tier 1,Medium,2012,495.39,4.6
6475,2021-01-04,Breads,Tier 2,Medium,2016,1613.21,4.9
6476,2019-03-30,Baking Goods,Tier 2,High,2018,1996.07,4.7
6477,2021-03-09,Soft Drinks,Tier 1,High,2016,997.73,3.9
6478,2022-12-28,Meat,Tier 2,High,2010,461.0,4.6
6479,2021-02-26,Fruits and Vegetables,Tier 3,Medium,2012,1703.05,4.0
6480,2021-01-17,Soft Drinks,Tier 1,High,2012,818.91,4.2
6481,2022-04-21,Household,Tier 3,Small,2016,581.65,3.7
6482,2019-07-28,Soft Drinks,Tier 1,Medium,2014,1006.31,4.8
6483,2020-05-07,Frozen Foods,Tier 3,Medium,2016,1718.81,4.5
6484,2022-02-27,Soft Drinks,Tier 3,Medium,2014,504.35,4.8
6485,2020-10-26,Seafood,Tier 3,High,2016,876.48,3.8
6486,2021-11-02,Meat,Tier 2,Small,2012,916.28,3.7
6487,2021-05-20,Frozen Foods,Tier 2,Medium,2014,1673.89,4.7
6488,2021-01-01,Soft Drinks,Tier 2,Small,2010,1368.21,4.8
6489,2022-02-03,Frozen Foods,Tier 2,Small,2014,1571.95,3.8
6490,2022-10-30,Fruits and Vegetables,Tier 2,Small,2018,1402.1,4.5
6491,2020-11-28,Breads,Tier 3,High,2010,1205.72,3.7
6492,2022-01-27,Frozen Foods,Tier 2,High,2016,308.2,3.5
6493,2020-08-16,Baking Goods,Tier 3,High,2018,1674.25,4.3
6494,2021-06-04,Household,Tier 1,Medium,2010,1234.19,4.9
6495,2021-05-01,Dairy,Tier 3,Medium,2016,1417.28,4.4
6496,2022-04-30,Household,Tier 2,Small,2014,1568.56,4.1
6497,2019-11-21,Soft Drinks,Tier 1,Medium,2016,657.81,3.9
6498,2021-09-05,Breads,Tier 2,High,2012,902.76,3.9
6499,2021-08-13,Household,Tier 1,High,2010,1105.52,3.9
6500,2021-06-12,Dairy,Tier 3,High,2014,718.5,3.8
6501,2022-10-22,Seafood,Tier 1,High,2016,554.15,3.6
6502,2022-09-03,Seafood,Tier 2,Small,2014,1564.82,4.6
6503,2019-05-24,Breads,Tier 1,Medium,2014,1519.78,4.0
6504,2020-01-19,Dairy,Tier 3,High,2010,1672.01,3.7
6505,2019-08-04,Dairy,Tier 1,Small,2014,1408.56,4.4
6506,2022-10-16,Fruits and Vegetables,Tier 3,Medium,2010,657.87,4.9
6507,2019-11-20,Snack Foods,Tier 1,Small,2014,687.65,4.5
6508,2021-11-04,Frozen Foods,Tier 3,High,2014,1079.2,3.8
6509,2019-08-05,Breads,Tier 3,High,2016,1679.41,4.1
6510,2021-08-08,Meat,Tier 3,High,2018,725.27,4.7
6511,2019-07-02,Fruits and Vegetables,Tier 3,Medium,2010,1543.58,3.6
6512,2019-09-27,Seafood,Tier 2,High,2012,646.1,4.0
6513,2021-08-02,Fruits and Vegetables,Tier 3,Medium,2010,710.12,4.1
6514,2021-05-19,Soft Drinks,Tier 2,Small,2014,1517.11,4.2
6515,2020-04-11,Frozen Foods,Tier 3,Medium,2018,1373.22,4.3
6516,2019-11-01,Meat,Tier 1,Small,2010,456.05,4.2
6517,2022-03-13,Breads,Tier 1,Medium,2014,1662.69,3.7
6518,2019-04-21,Soft Drinks,Tier 2,High,2012,1579.99,4.1
6519,2021-10-10,Snack Foods,Tier 1,High,2016,1604.97,4.1
6520,2019-08-20,Meat,Tier 3,Small,2016,967.18,4.9
6521,2020-08-17,Dairy,Tier 1,Medium,2010,690.85,4.6
6522,2022-07-20,Meat,Tier 2,Medium,2010,1707.07,4.8
6523,2019-06-22,Fruits and Vegetables,Tier 1,Small,2012,1197.02,4.6
6524,2021-08-30,Baking Goods,Tier 2,Medium,2016,1865.41,3.6
6525,2021-10-27,Soft Drinks,Tier 3,Medium,2014,544.96,4.2
6526,2022-03-24,Fruits and Vegetables,Tier 3,Small,2010,1952.47,4.7
6527,2020-06-29,Dairy,Tier 1,Small,2018,789.48,4.4
6528,2020-07-01,Seafood,Tier 1,Small,2016,799.72,4.6
6529,2020-06-01,Fruits and Vegetables,Tier 1,Medium,2014,515.69,4.9
6530,2021-07-02,Meat,Tier 3,Small,2016,1931.8,3.9
6531,2019-08-03,Snack Foods,Tier 1,Small,2012,127.44,5.0
6532,2019-05-14,Meat,Tier 3,Small,2018,973.05,3.7
6533,2019-10-12,Meat,Tier 2,Small,2014,762.69,4.9
6534,2022-02-23,Soft Drinks,Tier 1,High,2014,360.56,3.8
6535,2020-11-16,Breads,Tier 1,High,2010,1440.82,4.6
6536,2022-03-21,Frozen Foods,Tier 2,High,2012,1801.73,4.7
6537,2019-11-27,Meat,Tier 2,Small,2012,524.96,4.7
6538,2022-11-07,Meat,Tier 2,Medium,2014,1020.43,4.2
6539,2022-02-12,Frozen Foods,Tier 2,High,2016,1177.52,3.8
6540,2021-06-12,Snack Foods,Tier 3,Small,2014,811.45,4.7
6541,2022-07-31,Soft Drinks,Tier 1,High,2014,1847.0,4.5
6542,2021-06-17,Seafood,Tier 3,High,2014,949.96,3.9
6543,2022-01-03,Dairy,Tier 3,Small,2014,1966.42,4.1
6544,2022-04-04,Dairy,Tier 2,Small,2014,625.65,3.9
6545,2022-04-27,Fruits and Vegetables,Tier 1,High,2014,192.83,4.9
6546,2019-03-19,Soft Drinks,Tier 3,Small,2016,1171.19,4.7
6547,2021-08-04,Baking Goods,Tier 3,High,2018,1655.51,4.8
6548,2020-11-18,Seafood,Tier 2,High,2018,807.36,3.6
6549,2019-01-21,Dairy,Tier 1,High,2010,410.94,4.5
6550,2020-07-19,Baking Goods,Tier 1,High,2018,1489.57,3.9
6551,2022-04-22,Breads,Tier 1,Medium,2016,578.23,4.6
6552,2022-05-30,Baking Goods,Tier 3,Medium,2014,1550.99,4.8
6553,2021-04-06,Baking Goods,Tier 2,Small,2012,561.53,4.6
6554,2022-09-13,Seafood,Tier 1,Medium,2016,1136.71,4.9
6555,2019-06-28,Breads,Tier 3,Medium,2012,1780.97,4.1
6556,2022-02-09,Baking Goods,Tier 3,Small,2010,449.0,4.4
6557,2021-12-18,Frozen Foods,Tier 1,High,2016,1650.35,4.2
6558,2022-09-12,Household,Tier 2,Medium,2014,567.59,4.7
6559,2021-06-23,Meat,Tier 2,Medium,2014,1338.3,4.3
6560,2020-10-30,Snack Foods,Tier 1,Medium,2016,525.24,4.6
6561,2019-07-10,Meat,Tier 3,Medium,2016,273.41,4.4
6562,2022-05-08,Fruits and Vegetables,Tier 2,High,2014,1344.85,4.8
6563,2022-08-28,Baking Goods,Tier 3,Small,2012,1210.03,4.3
6564,2020-12-08,Dairy,Tier 3,Medium,2016,832.89,3.7
6565,2021-11-24,Soft Drinks,Tier 2,Medium,2014,121.53,4.9
6566,2020-01-14,Fruits and Vegetables,Tier 3,Medium,2018,976.79,4.3
6567,2020-01-22,Seafood,Tier 3,Medium,2016,339.98,4.7
6568,2019-08-25,Soft Drinks,Tier 1,Small,2010,750.97,4.5
6569,2020-09-07,Soft Drinks,Tier 2,High,2010,1193.09,4.1
6570,2019-10-10,Seafood,Tier 3,Small,2016,1881.74,4.9
6571,2019-01-01,Frozen Foods,Tier 2,Medium,2014,1047.06,4.6
6572,2020-04-08,Meat,Tier 2,Medium,2012,429.83,3.8
6573,2022-06-07,Fruits and Vegetables,Tier 3,Small,2016,1895.14,5.0
6574,2021-08-24,Meat,Tier 2,High,2010,100.52,5.0
6575,2019-06-21,Breads,Tier 1,High,2012,1303.5,3.9
6576,2022-01-15,Dairy,Tier 1,High,2018,561.66,5.0
6577,2022-02-20,Fruits and Vegetables,Tier 3,High,2012,1527.14,4.4
6578,2021-04-22,Seafood,Tier 2,Small,2018,695.89,3.8
6579,2022-08-14,Baking Goods,Tier 3,Small,2010,886.06,5.0
6580,2020-11-20,Fruits and Vegetables,Tier 2,High,2018,1552.31,3.7
6581,2020-07-28,Fruits and Vegetables,Tier 3,Small,2012,1800.75,4.5
6582,2019-06-14,Household,Tier 3,Small,2010,405.98,4.8
6583,2020-01-18,Seafood,Tier 2,Medium,2012,627.77,4.7
6584,2019-07-28,Seafood,Tier 1,Small,2016,58.43,3.5
6585,2022-12-26,Meat,Tier 3,Small,2012,1720.31,4.1
6586,2022-11-13,Dairy,Tier 1,High,2016,1896.9,3.6
6587,2019-08-12,Seafood,Tier 2,Small,2016,594.92,3.9
6588,2019-01-03,Snack Foods,Tier 3,High,2018,799.88,4.9
6589,2020-01-07,Seafood,Tier 2,Medium,2016,886.47,4.8
6590,2020-09-02,Snack Foods,Tier 1,Medium,2018,849.02,4.5
6591,2019-04-26,Baking Goods,Tier 2,Small,2016,816.11,4.8
6592,2022-07-17,Dairy,Tier 3,Small,2010,977.96,4.0
6593,2020-03-22,Frozen Foods,Tier 1,High,2018,349.88,4.7
6594,2022-10-23,Fruits and Vegetables,Tier 3,Medium,2012,162.48,4.5
6595,2022-06-30,Dairy,Tier 1,High,2018,1460.88,4.6
6596,2022-09-02,Meat,Tier 2,Small,2010,1700.8,3.6
6597,2020-02-19,Fruits and Vegetables,Tier 2,Medium,2016,1629.88,4.0
6598,2022-01-23,Snack Foods,Tier 3,Small,2010,1271.92,3.6
6599,2021-06-10,Soft Drinks,Tier 3,Medium,2014,1939.18,3.7
6600,2021-11-13,Dairy,Tier 3,High,2010,53.01,3.9
6601,2020-10-24,Meat,Tier 1,Small,2010,673.11,4.4
6602,2021-12-09,Snack Foods,Tier 1,Small,2010,654.53,4.6
6603,2020-12-18,Meat,Tier 3,Medium,2012,731.86,3.7
6604,2022-09-20,Meat,Tier 1,High,2012,1609.98,3.6
6605,2022-01-07,Meat,Tier 1,Medium,2010,735.42,4.8
6606,2021-11-16,Dairy,Tier 2,Medium,2014,1077.81,3.7
6607,2019-09-28,Soft Drinks,Tier 2,Medium,2014,1247.18,4.2
6608,2020-07-15,Snack Foods,Tier 2,Small,2018,1698.5,3.7
6609,2021-03-14,Frozen Foods,Tier 3,High,2010,1250.93,4.3
6610,2019-09-04,Snack Foods,Tier 2,High,2018,793.55,3.7
6611,2020-01-22,Seafood,Tier 2,High,2016,1404.75,4.6
6612,2020-12-02,Fruits and Vegetables,Tier 1,Medium,2014,1055.29,3.6
6613,2020-07-12,Soft Drinks,Tier 2,High,2016,1080.38,4.1
6614,2021-08-30,Dairy,Tier 1,High,2016,703.55,4.1
6615,2022-10-16,Household,Tier 2,Small,2010,53.13,4.9
6616,2021-09-10,Frozen Foods,Tier 3,Small,2014,743.9,4.1
6617,2019-12-18,Fruits and Vegetables,Tier 3,Small,2018,640.3,3.6
6618,2022-07-03,Household,Tier 2,Medium,2016,245.66,4.3
6619,2022-05-30,Seafood,Tier 2,Small,2010,437.34,4.6
6620,2021-01-22,Snack Foods,Tier 2,High,2012,1962.74,4.0
6621,2021-02-19,Snack Foods,Tier 3,Small,2014,595.64,4.4
6622,2021-10-21,Soft Drinks,Tier 1,Medium,2012,1060.41,3.7
6623,2020-06-29,Dairy,Tier 1,Small,2018,1121.2,4.1
6624,2019-03-20,Dairy,Tier 2,High,2018,1142.06,3.7
6625,2022-06-13,Fruits and Vegetables,Tier 3,Small,2018,142.29,3.9
6626,2019-11-30,Breads,Tier 1,Small,2014,1554.35,4.5
6627,2021-06-07,Seafood,Tier 2,Small,2016,1474.17,4.6
6628,2022-10-04,Breads,Tier 3,Medium,2010,1955.52,4.0
6629,2022-01-26,Meat,Tier 3,Medium,2016,410.15,5.0
6630,2022-01-10,Frozen Foods,Tier 1,Medium,2014,1129.89,3.9
6631,2020-05-16,Snack Foods,Tier 3,Medium,2012,1617.47,3.7
6632,2021-02-03,Fruits and Vegetables,Tier 2,Medium,2010,292.47,4.8
6633,2021-07-09,Breads,Tier 2,Small,2018,1589.66,4.5
6634,2020-07-03,Soft Drinks,Tier 1,Small,2012,576.43,4.5
6635,2019-01-14,Baking Goods,Tier 3,Medium,2016,597.65,4.7
6636,2020-01-27,Dairy,Tier 1,Medium,2010,1893.91,5.0
6637,2022-10-02,Snack Foods,Tier 1,Small,2018,662.05,3.9
6638,2019-11-06,Fruits and Vegetables,Tier 3,High,2010,1189.26,4.3
6639,2020-01-21,Household,Tier 1,Small,2016,908.18,4.6
6640,2022-05-17,Frozen Foods,Tier 3,Medium,2014,202.41,3.7
6641,2022-10-12,Meat,Tier 2,Small,2016,1903.44,4.0
6642,2021-08-31,Soft Drinks,Tier 1,Medium,2014,466.76,4.0
6643,2022-01-22,Seafood,Tier 3,Small,2018,572.0,4.0
6644,2022-01-21,Soft Drinks,Tier 3,Small,2016,785.63,4.6
6645,2019-12-06,Meat,Tier 3,Small,2016,1022.15,4.4
6646,2020-08-19,Baking Goods,Tier 1,High,2016,331.36,4.6
6647,2021-01-26,Seafood,Tier 2,Small,2016,1278.38,4.3
6648,2021-11-11,Seafood,Tier 1,Small,2014,1053.67,4.9
6649,2019-10-18,Fruits and Vegetables,Tier 2,High,2014,640.87,4.3
6650,2019-11-02,Soft Drinks,Tier 1,Small,2012,1400.67,4.4
6651,2020-09-25,Snack Foods,Tier 1,High,2018,1052.46,3.9
6652,2022-02-25,Meat,Tier 1,High,2018,1689.34,3.6
6653,2020-09-16,Baking Goods,Tier 2,High,2014,1718.04,4.7
6654,2021-07-27,Baking Goods,Tier 3,Small,2012,1961.21,4.8
6655,2022-07-20,Dairy,Tier 1,Medium,2012,181.3,4.8
6656,2021-04-27,Frozen Foods,Tier 1,Small,2016,840.1,4.7
6657,2020-03-17,Fruits and Vegetables,Tier 2,Medium,2012,1027.96,3.9
6658,2020-05-17,Fruits and Vegetables,Tier 1,Medium,2018,505.93,4.4
6659,2019-05-10,Household,Tier 3,High,2010,1847.97,4.7
6660,2022-03-01,Fruits and Vegetables,Tier 3,High,2014,221.85,4.4
6661,2020-08-19,Seafood,Tier 2,High,2016,885.59,4.9
6662,2021-05-11,Household,Tier 2,High,2012,411.12,4.5
6663,2022-11-14,Baking Goods,Tier 3,Small,2014,1380.17,4.3
6664,2020-08-15,Snack Foods,Tier 3,Small,2014,1424.74,5.0
6665,2021-09-25,Breads,Tier 3,Medium,2014,1751.4,4.3
6666,2019-11-21,Frozen Foods,Tier 2,Small,2018,847.49,5.0
6667,2021-12-28,Frozen Foods,Tier 3,Small,2016,1561.47,3.5
6668,2020-03-23,Snack Foods,Tier 3,Medium,2010,1121.68,4.3
6669,2021-03-29,Snack Foods,Tier 3,Small,2016,1633.93,3.9
6670,2022-04-03,Breads,Tier 1,Small,2012,216.49,4.1
6671,2020-12-09,Dairy,Tier 2,High,2016,953.72,3.6
6672,2022-12-20,Soft Drinks,Tier 2,High,2018,343.59,3.9
6673,2019-09-22,Frozen Foods,Tier 2,Medium,2010,1591.19,4.4
6674,2020-09-03,Dairy,Tier 2,High,2016,347.71,4.6
6675,2022-09-27,Fruits and Vegetables,Tier 1,Small,2012,65.72,4.9
6676,2021-04-11,Snack Foods,Tier 1,High,2016,1862.57,3.8
6677,2022-07-25,Household,Tier 1,High,2018,994.97,4.7
6678,2020-11-04,Dairy,Tier 1,Medium,2014,1971.12,3.5
6679,2019-06-06,Dairy,Tier 1,Small,2018,933.34,4.8
6680,2022-12-16,Frozen Foods,Tier 2,Medium,2018,1202.05,4.4
6681,2019-09-08,Baking Goods,Tier 2,Small,2018,1501.14,4.8
6682,2021-05-27,Household,Tier 2,Small,2010,597.56,3.9
6683,2020-06-13,Soft Drinks,Tier 1,Small,2016,309.07,4.1
6684,2019-11-23,Fruits and Vegetables,Tier 3,High,2012,1339.2,3.6
6685,2021-08-18,Breads,Tier 2,Medium,2014,1045.84,3.6
6686,2021-06-13,Meat,Tier 2,Small,2014,1662.26,4.7
6687,2019-04-07,Baking Goods,Tier 3,High,2010,137.88,3.9
6688,2020-05-27,Frozen Foods,Tier 1,Medium,2012,1112.3,4.0
6689,2019-08-04,Baking Goods,Tier 3,High,2014,412.22,4.3
6690,2022-03-01,Household,Tier 3,High,2012,1253.77,4.5
6691,2022-07-07,Seafood,Tier 2,Small,2012,1532.86,3.6
6692,2019-05-05,Soft Drinks,Tier 2,Medium,2016,562.87,4.4
6693,2022-01-10,Fruits and Vegetables,Tier 1,High,2010,989.49,4.4
6694,2022-07-30,Baking Goods,Tier 3,High,2018,869.4,4.8
6695,2019-02-28,Soft Drinks,Tier 1,High,2018,1522.0,3.7
6696,2019-06-10,Meat,Tier 3,High,2014,1219.74,4.2
6697,2019-10-11,Fruits and Vegetables,Tier 2,Small,2014,285.38,4.2
6698,2019-04-16,Meat,Tier 3,Small,2010,1954.66,4.8
6699,2022-02-02,Dairy,Tier 1,Medium,2016,1829.06,4.0
6700,2019-08-16,Baking Goods,Tier 3,High,2014,1178.5,3.6
6701,2019-11-14,Meat,Tier 1,Small,2014,1566.08,4.4
6702,2021-03-12,Soft Drinks,Tier 3,Medium,2012,88.94,4.5
6703,2021-05-23,Seafood,Tier 2,Medium,2010,442.91,4.4
6704,2020-04-16,Breads,Tier 2,Small,2018,1547.33,4.2
6705,2021-12-15,Snack Foods,Tier 1,Small,2010,257.07,3.8
6706,2020-09-16,Seafood,Tier 2,High,2018,133.32,4.3
6707,2019-01-13,Frozen Foods,Tier 3,Small,2012,1250.65,3.6
6708,2021-11-07,Seafood,Tier 3,Small,2016,116.77,4.4
6709,2020-11-24,Meat,Tier 2,Small,2018,407.07,4.2
6710,2021-08-30,Frozen Foods,Tier 1,Medium,2012,205.96,4.9
6711,2019-04-23,Seafood,Tier 3,Small,2016,1091.83,4.0
6712,2019-08-17,Snack Foods,Tier 1,Medium,2012,1370.02,3.5
6713,2019-06-20,Soft Drinks,Tier 3,Medium,2016,407.45,4.6
6714,2019-10-22,Breads,Tier 1,Small,2014,964.08,3.8
6715,2019-07-08,Meat,Tier 1,Medium,2016,89.33,4.3
6716,2020-03-01,Baking Goods,Tier 3,High,2018,566.09,3.8
6717,2021-09-03,Fruits and Vegetables,Tier 3,High,2016,400.23,4.3
6718,2022-01-07,Household,Tier 1,Medium,2010,373.63,4.4
6719,2020-10-19,Baking Goods,Tier 3,Small,2016,488.79,4.5
6720,2021-07-07,Dairy,Tier 2,Small,2012,1620.42,4.1
6721,2022-04-20,Meat,Tier 3,Medium,2018,1902.01,3.6
6722,2020-05-13,Fruits and Vegetables,Tier 1,Small,2014,1426.8,4.4
6723,2021-01-31,Soft Drinks,Tier 3,Medium,2014,190.9,4.8
6724,2021-05-15,Dairy,Tier 3,High,2012,1274.92,4.3
6725,2021-04-05,Household,Tier 1,Medium,2014,1481.52,3.9
6726,2019-03-12,Meat,Tier 3,Medium,2018,266.69,4.1
6727,2019-09-05,Baking Goods,Tier 1,High,2012,623.93,4.3
6728,2019-05-26,Seafood,Tier 1,High,2018,885.34,3.6
6729,2022-08-12,Baking Goods,Tier 1,Medium,2014,655.91,4.4
6730,2020-08-04,Baking Goods,Tier 1,High,2014,1060.72,3.7
6731,2020-04-14,Household,Tier 2,High,2010,305.29,3.8
6732,2019-07-12,Meat,Tier 2,Small,2012,917.26,4.1
6733,2021-12-27,Meat,Tier 1,High,2016,1479.9,4.7
6734,2020-05-08,Frozen Foods,Tier 3,High,2012,948.82,4.7
6735,2019-02-21,Baking Goods,Tier 2,Medium,2018,460.35,3.9
6736,2021-05-31,Soft Drinks,Tier 1,High,2014,1614.12,4.3
6737,2019-12-29,Fruits and Vegetables,Tier 2,Medium,2010,819.07,3.6
6738,2021-07-05,Fruits and Vegetables,Tier 1,Small,2012,878.93,5.0
6739,2020-04-18,Dairy,Tier 2,Medium,2018,747.37,4.5
6740,2020-06-04,Household,Tier 1,Medium,2010,614.98,3.8
6741,2022-12-25,Baking Goods,Tier 2,Small,2010,1223.8,4.8
6742,2022-08-14,Soft Drinks,Tier 2,Small,2010,416.22,4.0
6743,2022-12-29,Dairy,Tier 3,High,2014,1550.0,3.9
6744,2020-11-21,Meat,Tier 2,Medium,2018,989.31,3.9
6745,2022-05-06,Fruits and Vegetables,Tier 3,Medium,2010,1773.0,4.2
6746,2022-02-25,Snack Foods,Tier 2,Medium,2014,1880.84,3.6
6747,2020-06-15,Frozen Foods,Tier 1,Small,2014,796.8,4.5
6748,2022-12-05,Soft Drinks,Tier 3,Medium,2014,359.71,4.9
6749,2021-04-19,Dairy,Tier 2,High,2012,1035.26,4.7
6750,2021-12-24,Dairy,Tier 3,Small,2014,577.38,4.7
6751,2019-08-29,Soft Drinks,Tier 1,Medium,2018,881.72,4.7
6752,2022-10-24,Seafood,Tier 1,Small,2016,786.01,4.0
6753,2020-06-19,Snack Foods,Tier 1,Small,2012,928.42,3.8
6754,2022-11-08,Meat,Tier 1,Small,2010,1022.2,4.0
6755,2022-12-25,Fruits and Vegetables,Tier 1,Medium,2014,1273.49,3.8
6756,2019-03-24,Baking Goods,Tier 3,Medium,2012,57.44,4.8
6757,2021-09-08,Soft Drinks,Tier 3,High,2012,550.02,4.1
6758,2021-08-08,Household,Tier 2,Small,2018,382.0,4.7
6759,2020-09-02,Snack Foods,Tier 2,Medium,2010,1435.37,3.9
6760,2020-07-27,Frozen Foods,Tier 1,Medium,2016,1673.04,3.7
6761,2019-10-13,Frozen Foods,Tier 1,High,2016,1465.23,4.8
6762,2021-09-15,Household,Tier 3,Medium,2012,1950.59,4.7
6763,2020-04-03,Snack Foods,Tier 1,Medium,2012,200.63,4.3
6764,2022-05-20,Dairy,Tier 1,Medium,2010,956.27,3.7
6765,2019-05-06,Frozen Foods,Tier 1,Small,2012,1803.77,4.0
6766,2022-12-07,Dairy,Tier 2,High,2014,672.22,3.6
6767,2020-02-29,Seafood,Tier 3,High,2016,1614.52,4.8
6768,2020-07-07,Snack Foods,Tier 2,High,2014,1145.39,3.9
6769,2020-09-01,Soft Drinks,Tier 1,Medium,2018,1958.19,4.3
6770,2022-03-27,Baking Goods,Tier 1,Medium,2012,773.49,4.9
6771,2019-04-22,Fruits and Vegetables,Tier 2,Medium,2010,863.48,4.4
6772,2020-02-06,Seafood,Tier 2,Small,2018,369.42,4.4
6773,2019-05-02,Dairy,Tier 3,Small,2018,361.3,4.7
6774,2019-09-30,Snack Foods,Tier 1,High,2010,1728.95,4.5
6775,2022-08-10,Seafood,Tier 1,Small,2018,844.23,4.2
6776,2020-02-02,Dairy,Tier 2,Small,2014,1259.91,3.7
6777,2020-04-15,Baking Goods,Tier 3,Medium,2018,1516.89,4.2
6778,2021-09-11,Baking Goods,Tier 3,Medium,2010,904.57,3.8
6779,2022-05-15,Household,Tier 1,High,2016,1909.88,4.2
6780,2022-02-07,Meat,Tier 1,Medium,2012,1879.44,3.5
6781,2022-07-25,Frozen Foods,Tier 2,Medium,2010,1376.23,4.0
6782,2020-07-22,Baking Goods,Tier 1,Small,2014,1990.66,3.6
6783,2022-02-11,Breads,Tier 2,High,2014,55.16,3.7
6784,2021-06-15,Baking Goods,Tier 1,Small,2016,68.04,4.5
6785,2021-03-30,Seafood,Tier 1,High,2014,181.69,5.0
6786,2021-05-02,Fruits and Vegetables,Tier 1,High,2010,1889.86,4.3
6787,2020-12-10,Snack Foods,Tier 3,Medium,2014,1229.43,3.8
6788,2019-11-17,Seafood,Tier 1,Small,2016,1859.06,4.1
6789,2019-06-28,Meat,Tier 1,Small,2016,297.84,3.9
6790,2021-06-15,Baking Goods,Tier 3,Medium,2018,112.36,3.6
6791,2019-08-07,Soft Drinks,Tier 3,High,2018,1109.4,4.9
6792,2021-02-27,Snack Foods,Tier 1,High,2014,391.68,4.3
6793,2020-05-06,Seafood,Tier 3,High,2014,1726.68,3.7
6794,2019-03-02,Breads,Tier 3,High,2014,869.8,4.6
6795,2021-12-13,Fruits and Vegetables,Tier 3,Medium,2014,1552.39,3.8
6796,2020-06-21,Frozen Foods,Tier 3,High,2018,1057.06,3.8
6797,2021-04-27,Snack Foods,Tier 2,Small,2010,1080.91,4.4
6798,2021-09-14,Meat,Tier 1,High,2010,1379.6,4.1
6799,2019-03-06,Soft Drinks,Tier 2,High,2010,704.13,4.8
6800,2020-08-08,Breads,Tier 1,High,2018,1900.25,4.4
6801,2019-06-20,Frozen Foods,Tier 3,Medium,2010,830.8,3.8
6802,2022-07-20,Dairy,Tier 2,High,2010,826.18,4.2
6803,2020-06-18,Fruits and Vegetables,Tier 3,Medium,2018,1429.47,4.6
6804,2022-11-15,Frozen Foods,Tier 3,Small,2012,1290.69,4.4
6805,2020-11-23,Baking Goods,Tier 3,High,2014,1991.77,4.0
6806,2022-09-12,Household,Tier 1,High,2014,1707.95,4.1
6807,2019-04-18,Soft Drinks,Tier 3,Small,2012,604.95,4.5
6808,2022-03-31,Breads,Tier 1,High,2016,248.03,4.3
6809,2021-03-24,Frozen Foods,Tier 1,High,2010,257.92,3.6
6810,2021-10-01,Household,Tier 3,Medium,2012,755.14,4.3
6811,2020-03-27,Frozen Foods,Tier 1,Medium,2010,980.51,4.2
6812,2022-05-14,Seafood,Tier 2,Small,2012,1292.39,4.7
6813,2020-08-12,Dairy,Tier 1,Medium,2014,1722.57,3.7
6814,2021-11-05,Fruits and Vegetables,Tier 3,Medium,2010,1979.6,3.5
6815,2019-11-23,Dairy,Tier 3,Small,2018,847.0,4.7
6816,2020-08-30,Seafood,Tier 2,Small,2014,1113.88,3.8
6817,2020-10-20,Frozen Foods,Tier 2,High,2014,1221.46,3.5
6818,2019-01-02,Snack Foods,Tier 1,High,2014,1139.2,3.8
6819,2021-10-30,Household,Tier 1,High,2010,226.11,4.8
6820,2020-03-09,Soft Drinks,Tier 2,High,2016,274.33,3.8
6821,2019-05-05,Meat,Tier 3,Medium,2012,1783.07,4.0
6822,2022-01-09,Household,Tier 3,Medium,2012,1367.39,4.4
6823,2020-04-29,Dairy,Tier 2,Small,2018,1373.58,3.8
6824,2020-10-13,Household,Tier 2,Small,2016,1638.82,4.5
6825,2022-03-19,Baking Goods,Tier 3,Medium,2014,214.08,4.6
6826,2021-03-10,Frozen Foods,Tier 3,High,2012,860.19,3.8
6827,2021-05-22,Seafood,Tier 1,High,2010,531.02,3.6
6828,2022-09-25,Household,Tier 2,High,2014,1338.57,4.1
6829,2019-05-09,Household,Tier 2,High,2014,469.12,4.5
6830,2020-03-13,Seafood,Tier 2,Small,2016,1399.64,4.7
6831,2021-01-20,Baking Goods,Tier 3,Medium,2016,806.41,3.6
6832,2020-05-15,Baking Goods,Tier 1,Small,2012,906.84,4.3
6833,2021-12-17,Meat,Tier 3,Medium,2012,1645.12,3.9
6834,2022-05-06,Meat,Tier 2,High,2014,728.93,4.1
6835,2019-07-30,Baking Goods,Tier 2,Small,2018,550.37,4.3
6836,2021-06-20,Snack Foods,Tier 2,Medium,2014,1708.02,4.6
6837,2019-02-14,Meat,Tier 2,Medium,2010,1386.53,3.6
6838,2022-01-25,Baking Goods,Tier 2,Medium,2018,837.6,3.8
6839,2022-07-26,Baking Goods,Tier 3,Medium,2012,1022.19,4.4
6840,2020-06-18,Household,Tier 1,High,2018,728.32,4.2
6841,2022-12-04,Meat,Tier 2,High,2018,1124.86,3.8
6842,2020-04-05,Frozen Foods,Tier 2,Medium,2012,320.46,3.6
6843,2020-01-26,Seafood,Tier 2,Medium,2010,1782.46,4.9
6844,2021-12-03,Seafood,Tier 3,Medium,2010,1130.39,4.0
6845,2019-01-27,Breads,Tier 3,High,2016,801.27,4.1
6846,2021-03-04,Household,Tier 2,Small,2016,1164.61,3.6
6847,2022-01-25,Breads,Tier 2,Medium,2010,364.33,4.6
